COD CLIENTE,COD UNID,COD SERVICIO,Compañía,Cliente,Unidad,Servicio,F. Inicio,Fecha Fin,Personal_Requerido,Personal_Estimado,Personal_Real,Déficit_Superávit,% Cobertura,Estado,Registros_Totales,Registros_Duplicados,Origen_Registro,Lider Zonal,Zona,MacroZona
75608,2701,95,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA PLANTA VEGUETA,AGENTE SEGURIDAD 24 HRS L/D,2024-03-05,2099-12-31,2,2.3333333333333335,8,5.666666666666666,342.9,Excedente,8,0,Servicio_Vivo,JORGE ANTON,REGION HUACHO,REGION NORTE
75608,2701,95,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA PLANTA VEGUETA,AGENTE SEGURIDAD 24 HRS L/D,2015-04-20,2099-12-31,4,4.666666666666667,8,3.333333333333333,171.4,Excedente,8,0,Servicio_Vivo,JORGE ANTON,REGION HUACHO,REGION NORTE
75608,2794,95,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA RESIDENCIA 7,AGENTE SEGURIDAD 24 HRS L/D,2012-01-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,MARINO BURGA,ZONA RG2,ZONA RESIDENCIAS
75608,3858,95,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA ALMACÉN YESABI,AGENTE SEGURIDAD 24 HRS L/D,2020-10-14,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,MIGUEL ROMERO,REGION CHIMBOTE,REGION NORTE
75608,4851,098,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA OMEGA PUCUSANA,JEFE DE GRUPO 12 HRS L/D (NOCHE),2020-04-01,2099-12-31,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,GILMER GARCIA,ZONA S5,ZONA SUR
75608,4851,151,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA OMEGA PUCUSANA,SUPERVISOR SEGURIDAD 12 HRS L/D (DIA),2020-04-01,2099-12-31,1,1.1666666666666667,2,0.8333333333333333,171.4,Excedente,2,0,Servicio_Vivo,GILMER GARCIA,ZONA S5,ZONA SUR
75608,4851,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA OMEGA PUCUSANA,AGENTE SEGURIDAD 12 HRS L/D DÍA,2023-09-01,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,GILMER GARCIA,ZONA S5,ZONA SUR
75608,4851,95,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA OMEGA PUCUSANA,AGENTE SEGURIDAD 24 HRS L/D,2016-01-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,GILMER GARCIA,ZONA S5,ZONA SUR
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-22,2025-05-23,3,3.5,3,-0.5,85.7,Déficit,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-02,2025-05-02,3,3.5,3,-0.5,85.7,Déficit,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-08,2025-05-08,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-24,2025-05-24,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-30,2025-05-30,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-31,2025-05-31,3,3.5,3,-0.5,85.7,Déficit,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-17,2025-05-21,3,3.5,3,-0.5,85.7,Déficit,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-14,2025-05-16,3,3.5,3,-0.5,85.7,Déficit,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-26,2025-05-29,3,3.5,3,-0.5,85.7,Déficit,3,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,42,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-05-26,2025-05-29,2,2.3333333333333335,0,,,Sin_Datos,0,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,42,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-05-22,2025-05-23,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,42,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-05-24,2025-05-24,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,5421,48,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA FLOTA CALLAO,AGENTE SEGURIDAD 12 HRS L/S DÍA,2024-05-17,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,ALEXANDER ASCANIO,ZONA N5,ZONA NORTE
75608,6683,42,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA PLANTA PISCO SUR,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-05-27,2025-05-27,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,LUIS MELO,REGION ICA,REGION SUR
75608,8350,41,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA PISCO NORTE,AGENTE SEGURIDAD 12 HRS L/D DÍA,2024-07-01,2099-12-31,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,LUIS MELO,REGION ICA,REGION SUR
75608,10843,95,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,TASA PACÍFICO CENTRO CHIMBOTE,AGENTE SEGURIDAD 24 HRS L/D,2024-11-03,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,MIGUEL ROMERO,REGION CHIMBOTE,REGION NORTE
75608,11761,42,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA VEGUETA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2024-04-16,2099-12-31,1,1.1666666666666667,2,0.8333333333333333,171.4,Excedente,2,0,Servicio_Vivo,JORGE ANTON,REGION HUACHO,REGION NORTE
75608,13488,95,J&V Resguardo S.A.C.,TECNOLOGICA DE ALIMENTOS S.A.,SERV. ADIC. TASA CHIMBOTE,AGENTE SEGURIDAD 24 HRS L/D,2024-05-22,2099-12-31,2,2.3333333333333335,0,,,Sin_Datos,0,0,Servicio_Vivo,MIGUEL ROMERO,REGION CHIMBOTE,REGION NORTE
75845,6584,42,J&V Resguardo Selva S.A.C.,MOTOMAQ S.A.C.,MOTOMAQ GRIFO FLOTANTE IQUITOS,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2024-10-02,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,LUIS FARFAN,REGION IQUITOS,REGION ORIENTE
75845,6584,95,J&V Resguardo Selva S.A.C.,MOTOMAQ S.A.C.,MOTOMAQ GRIFO FLOTANTE IQUITOS,AGENTE SEGURIDAD 24 HRS L/D,2014-09-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,LUIS FARFAN,REGION IQUITOS,REGION ORIENTE
75845,26166,95,J&V Resguardo Selva S.A.C.,MOTOMAQ S.A.C.,MOTOMAQ PUNCHANA,AGENTE SEGURIDAD 24 HRS L/D,2024-12-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,LUIS FARFAN,REGION IQUITOS,REGION ORIENTE
75973,8926,60,J&V Resguardo S.A.C.,CENTRO DE SISTEMAS Y NEGOCIOS SOCIEDAD ANONIMA - C,NUEVO LOCAL KIA,AGENTE SEGURIDAD 12 HRS L/V + 08 HRS SAB DIA,2023-11-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,LUIS FAJARDO,ZONA C7,ZONA CENTRO
75973,26685,60,J&V Resguardo S.A.C.,CENTRO DE SISTEMAS Y NEGOCIOS SOCIEDAD ANONIMA - C,EDIFICIO PRINCIPAL,AGENTE SEGURIDAD 12 HRS L/V + 08 HRS SAB DIA,2025-04-14,2099-12-31,1,1.0,0,,,Sin_Datos,0,0,Servicio_Vivo,LUIS FAJARDO,ZONA C7,ZONA CENTRO
75979,107,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CANTERA TINAJONES,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2023-05-04,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,2737,37,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS TACNA,AGENTE SEGURIDAD 12 HRS DOM DÍA,2025-03-23,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,BERARDO ROMERO,REGION TACNA,REGION SUR
75979,2737,41,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS TACNA,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-01,2025-05-01,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,BERARDO ROMERO,REGION TACNA,REGION SUR
75979,2737,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS TACNA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,BERARDO ROMERO,REGION TACNA,REGION SUR
75979,2737,808,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS TACNA,AGENTE SEGURIDAD 08 HRS SÁB DÍA,2025-03-22,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,BERARDO ROMERO,REGION TACNA,REGION SUR
75979,2739,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS OROPESA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2019-07-01,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,JOSE CANAL BACA,REGION CUZCO,REGION SUR
75979,2739,95,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS OROPESA,AGENTE SEGURIDAD 24 HRS L/D,2019-07-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,JOSE CANAL BACA,REGION CUZCO,REGION SUR
75979,2904,37,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS JULIACA,AGENTE SEGURIDAD 12 HRS DOM DÍA,2025-03-23,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,JUAN CARLOS LEON,REGION PUNO,REGION SUR
75979,2904,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS JULIACA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,JUAN CARLOS LEON,REGION PUNO,REGION SUR
75979,2904,808,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS JULIACA,AGENTE SEGURIDAD 08 HRS SÁB DÍA,2025-03-22,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,JUAN CARLOS LEON,REGION PUNO,REGION SUR
75979,4184,37,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CANTERA CERRO VERDE,AGENTE SEGURIDAD 12 HRS DOM DÍA,2025-03-23,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,4184,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CANTERA CERRO VERDE,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-05-01,2099-05-01,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,4184,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CANTERA CERRO VERDE,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,4184,808,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CANTERA CERRO VERDE,AGENTE SEGURIDAD 08 HRS SÁB DÍA,2025-03-22,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,6553,95,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE FABRICADOS,AGENTE SEGURIDAD 24 HRS L/D,2019-07-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,6554,113,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA VARIANTE UCHUMAYO,OPERADOR CENTRO CONTROL 24 HRS L/D,2020-01-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,6554,152,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA VARIANTE UCHUMAYO,SUPERVISOR SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,6554,446,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA VARIANTE UCHUMAYO,COORDINADOR 12 HRS L/S DIA,2019-07-01,2099-12-31,1,1.0,1,0.0,100.0,Completo,1,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,6554,95,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA VARIANTE UCHUMAYO,AGENTE SEGURIDAD 24 HRS L/D,2022-05-01,2099-12-31,4,4.666666666666667,5,0.33333333333333304,107.1,Excedente,5,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,6648,37,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE MEZCLADO MOQUEGUA,AGENTE SEGURIDAD 12 HRS DOM DÍA,2025-03-23,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR
75979,6648,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE MEZCLADO MOQUEGUA,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR
75979,6648,808,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE MEZCLADO MOQUEGUA,AGENTE SEGURIDAD 08 HRS SÁB DÍA,2025-03-22,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR
75979,6649,165,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PODEROSA,SUPERVISOR SEGURIDAD 24 HRS L/D,2020-04-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,6649,95,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PODEROSA,AGENTE SEGURIDAD 24 HRS L/D,2019-07-01,2099-12-31,4,4.666666666666667,6,1.333333333333333,128.6,Excedente,6,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,6650,95,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE MEZCLADO LA JOYA,AGENTE SEGURIDAD 24 HRS L/D,2019-07-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,15119,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA AGREGADOS MAILING,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,15122,95,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS INGRESO A LA ENLOZADA,AGENTE SEGURIDAD 24 HRS L/D,2019-07-01,2099-12-31,2,2.3333333333333335,3,0.6666666666666665,128.6,Excedente,3,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,15136,37,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE FABRICADOS DIAMANTE,AGENTE SEGURIDAD 12 HRS DOM DÍA,2025-03-23,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,15136,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE FABRICADOS DIAMANTE,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,15136,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE FABRICADOS DIAMANTE,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-05-01,2025-05-01,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,15136,808,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE FABRICADOS DIAMANTE,AGENTE SEGURIDAD 08 HRS SÁB DÍA,2025-03-22,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,15709,41,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SERV. ADIC. PLANTA  HUASAO CUSCO,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-01,2025-05-01,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,JOSE CANAL BACA,REGION CUZCO,REGION SUR
75979,17246,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PLANTA PRE MEZCLADO ILO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2024-12-14,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,BERARDO ROMERO,REGION MOQUEGUA,REGION SUR
75979,17555,16,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SERV. ADIC. PLANTA PRE FABRICADOS DIAMANTE,AGENTE SEGURIDAD 08 HRS L/D DÍA,2025-05-17,2025-05-17,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,17555,41,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SERV. ADIC. PLANTA PRE FABRICADOS DIAMANTE,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-18,2025-05-18,2,2.3333333333333335,0,,,Sin_Datos,0,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,17555,95,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SERV. ADIC. PLANTA PRE FABRICADOS DIAMANTE,AGENTE SEGURIDAD 24 HRS L/D,2025-05-01,2025-05-01,2,2.3333333333333335,0,,,Sin_Datos,0,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,17562,41,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SERV. ADIC. CONCRETOS TACNA,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-26,2025-05-26,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,BERARDO ROMERO,REGION TACNA,REGION SUR
75979,17565,41,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SERV. ADIC. CONCRETOS JULIACA,AGENTE SEGURIDAD 12 HRS L/D DÍA,2025-05-01,2025-05-01,1,1.1666666666666667,0,,,Sin_Datos,0,0,Servicio_Vivo,JUAN CARLOS LEON,REGION PUNO,REGION SUR
75979,17810,37,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS HUASAO,AGENTE SEGURIDAD 12 HRS DOM DÍA,2025-03-23,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,JOSE CANAL BACA,REGION CUZCO,REGION SUR
75979,17810,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS HUASAO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,1,-0.16666666666666674,85.7,Déficit,1,0,Servicio_Vivo,JOSE CANAL BACA,REGION CUZCO,REGION SUR
75979,17810,808,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS HUASAO,AGENTE SEGURIDAD 08 HRS SÁB DÍA,2025-03-22,2099-12-31,0,0.16666666666666666,0,,,Sin_Datos,0,0,Servicio_Vivo,JOSE CANAL BACA,REGION CUZCO,REGION SUR
75979,23355,95,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,ALMACÉN ACTIVOS SUPERMIX,AGENTE SEGURIDAD 24 HRS L/D,2023-06-01,2099-12-31,2,2.3333333333333335,2,-0.3333333333333335,85.7,Déficit,2,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
75979,23723,42,J&V Resguardo S.A.C.,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,PODEROSA ACTIVO,AGENTE SEGURIDAD 12 HRS L/D NOCHE,2025-03-17,2099-12-31,1,1.1666666666666667,2,0.8333333333333333,171.4,Excedente,2,0,Servicio_Vivo,PERCY PEREZ,REGION AREQUIPA,REGION SUR
