Cliente_Key,COD UNID,COD SERVICIO,Personal_Real,Cliente_Nombre,Cliente_Key_right,Unidad,Servicio,Personal_Estimado,Cliente_Nombre_right,Cliente,Estado
,,,0,,75608,13488, 95,2.3333333333333335,TECNOLOGICA DE ALIMENTOS S.A.,TECNOLOGICA DE ALIMENTOS S.A.,SIN_DATOS
7242,17543,165,2,TRANSPORTES CRUZ DEL SUR S.A.C.,7242,17543,165,2.3333333333333335,TRANSPORTES CRUZ DEL SUR S.A.C.,TRANSPORTES CRUZ DEL SUR S.A.C.,FALTA
,,,0,,8601,8306, 96,30.0,SOCIEDAD MINERA EL BROCAL S.A.A.,SOCIEDAD MINERA EL BROCAL S.A.A.,SIN_DATOS
59493,17635,K93,2,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,59493,17635,K93,2.0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,EXACTO
,,,0,,85170,19691, 95,4.666666666666667,CERVECERIA SAN JUAN S.A.,CERVECERIA SAN JUAN S.A.,SIN_DATOS
112043,10708,L60,2,MALL PLAZA PERÚ S.A.,112043,10708,L60,3.5,MALL PLAZA PERÚ S.A.,MALL PLAZA PERÚ S.A.,FALTA
23085,7865,C40,2,YURA S.A.,23085,7865,C40,2.0,YURA S.A.,YURA S.A.,EXACTO
,,,0,,22739,1193, 48,2.0,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,ADMINISTRACION INMOBILIARIA SOCIEDAD ANONIMA CERRA,SIN_DATOS
,,,0,,11883,25108, 29,2.0,BANCO INTERAMERICANO DE FINANZAS,BANCO INTERAMERICANO DE FINANZAS,SIN_DATOS
,,,0,,80448,3032, 96,6.0,PROCESADORA INDUSTRIAL RIO SECO S.A.,PROCESADORA INDUSTRIAL RIO SECO S.A.,SIN_DATOS
56951,12888,B29,1,EMPRESA SIDERURGICA DEL PERU S.A.A.,56951,12888,B29,1.0,EMPRESA SIDERURGICA DEL PERU S.A.A.,EMPRESA SIDERURGICA DEL PERU S.A.A.,EXACTO
,,,0,,75979,17555, 95,2.3333333333333335,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SIN_DATOS
,,,0,,71436,14023, 42,1.1666666666666667,ALICORP SAA,ALICORP SAA,SIN_DATOS
,,,0,,8601,8306, 41,1.5,SOCIEDAD MINERA EL BROCAL S.A.A.,SOCIEDAD MINERA EL BROCAL S.A.A.,SIN_DATOS
,,,0,,7409,6633,156,1.0,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,SIN_DATOS
,,,0,,59493,17641, 49,1.0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
,,,0,,131380,23096, 95,2.3333333333333335,PERUANA DE MOLDEADOS S.A.C.,PERUANA DE MOLDEADOS S.A.C.,SIN_DATOS
,,,0,,71436,9697, 95,11.666666666666668,ALICORP SAA,ALICORP SAA,SIN_DATOS
,,,0,,23444,19890, 95,2.3333333333333335,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SO,DISTRIBUIDORA EXCLUSIVA DE PRODUCTOS DE CALIDAD SO,SIN_DATOS
,,,0,,22776,15126, 95,2.3333333333333335,CAL & CEMENTO SUR S.A.,CAL & CEMENTO SUR S.A.,SIN_DATOS
82313,13156,398,3,COMPAÑIA MINERA LINCUNA S.A.,82313,13156,398,3.0,COMPAÑIA MINERA LINCUNA S.A.,COMPAÑIA MINERA LINCUNA S.A.,EXACTO
102591,17874,372,1,UNIVERSIDAD PRIVADA DEL NORTE SAC,102591,17874,372,1.0,UNIVERSIDAD PRIVADA DEL NORTE SAC,UNIVERSIDAD PRIVADA DEL NORTE SAC,EXACTO
,,,0,,9416,8544, 23,1.1666666666666667,URBANIZADORA JARDIN S A,URBANIZADORA JARDIN S A,SIN_DATOS
11883,20568,Q04,1,BANCO INTERAMERICANO DE FINANZAS,11883,20568,Q04,1.0,BANCO INTERAMERICANO DE FINANZAS,BANCO INTERAMERICANO DE FINANZAS,EXACTO
,,,0,,104702,9377, 99,2.0,SERVICIOS LOGISTICOS AUTOMOTRICES S.A.,SERVICIOS LOGISTICOS AUTOMOTRICES S.A.,SIN_DATOS
,,,0,,7006,16443,390,0.6666666666666666,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,SIN_DATOS
,,,0,,86429,21446, 95,2.3333333333333335,GAS NATURAL DE LIMA Y CALLAO S.A.,GAS NATURAL DE LIMA Y CALLAO S.A.,SIN_DATOS
,,,0,,66965,22934,372,1.0,UNIVERSIDAD DE PIURA,UNIVERSIDAD DE PIURA,SIN_DATOS
,,,0,,60776,26351, 16,1.1666666666666667,HERMES TRANSPORTES BLINDADOS  S A,HERMES TRANSPORTES BLINDADOS  S A,SIN_DATOS
58098,1874,156,1,CONFECCIONES TEXTIMAX S A,58098,1874,156,1.0,CONFECCIONES TEXTIMAX S A,CONFECCIONES TEXTIMAX S A,EXACTO
,,,0,,64990,19915, 26,1.0,FINANCIERA QAPAQ S.A.,FINANCIERA QAPAQ S.A.,SIN_DATOS
93617,23888,K83,1,INTERCORP MANAGEMENT S.A.C,93617,23888,K83,1.0,INTERCORP MANAGEMENT S.A.C,INTERCORP MANAGEMENT S.A.C,EXACTO
,,,0,,75608,2695, 95,7.0,TECNOLOGICA DE ALIMENTOS S.A.,TECNOLOGICA DE ALIMENTOS S.A.,SIN_DATOS
,,,0,,143729,19743, 41,2.3333333333333335,LABORATORIOS AC FARMA S.A.,LABORATORIOS AC FARMA S.A.,SIN_DATOS
,,,0,,223108,26462, 99,4.0,OPERADORA DE TERMINALES DEL PACIFICO S.A.C.,OPERADORA DE TERMINALES DEL PACIFICO S.A.C.,SIN_DATOS
,,,0,,163392,23427, 95,21.0,CONSORCIO INTI PUNKU,CONSORCIO INTI PUNKU,SIN_DATOS
,,,0,,55024,21149, 95,2.3333333333333335,DP WORLD LOGISTICS S.R.L.,DP WORLD LOGISTICS S.R.L.,SIN_DATOS
,,,0,,23649,4353, 42,1.1666666666666667,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,SIN_DATOS
,,,0,,8626,10232, 42,1.5,ADMINISTRACION DE EMPRESAS S.A.C.,ADMINISTRACION DE EMPRESAS S.A.C.,SIN_DATOS
78042,4418,I51,1,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,4418,I51,1.0,APM TERMINALS CALLAO SOCIEDAD ANONIMA,APM TERMINALS CALLAO SOCIEDAD ANONIMA,EXACTO
85536,20948,156,1,ASOCIACION PERUANO JAPONESA,85536,20948,156,1.0,ASOCIACION PERUANO JAPONESA,ASOCIACION PERUANO JAPONESA,EXACTO
134103,15640,978,1,MINERA BOROO MISQUICHILCA S.A.,134103,15640,978,1.5,MINERA BOROO MISQUICHILCA S.A.,MINERA BOROO MISQUICHILCA S.A.,FALTA
150449,21294,102,1,SAMSUNG ELECTRONICS PERU SAC,150449,21294,102,1.0,SAMSUNG ELECTRONICS PERU SAC,SAMSUNG ELECTRONICS PERU SAC,EXACTO
,,,0,,135708,23438, 08,1.1666666666666667,PLASTICOS REUNIDOS S A,PLASTICOS REUNIDOS S A,SIN_DATOS
134103,15640,E57,3,MINERA BOROO MISQUICHILCA S.A.,134103,15640,E57,3.0,MINERA BOROO MISQUICHILCA S.A.,MINERA BOROO MISQUICHILCA S.A.,EXACTO
,,,0,,147442,20462,080,1.5,MINERA DOÑA HERMINIA S A,MINERA DOÑA HERMINIA S A,SIN_DATOS
,,,0,,24097,144, 95,2.3333333333333335,PERUFARMA S A,PERUFARMA S A,SIN_DATOS
144133,22452,L89,1,ONCOCENTER PERU S.A.C.,144133,22452,L89,1.0,ONCOCENTER PERU S.A.C.,ONCOCENTER PERU S.A.C.,EXACTO
130578,14540,F16,2,BADINOTTI PERU S.A.,130578,14540,F16,1.1666666666666667,BADINOTTI PERU S.A.,BADINOTTI PERU S.A.,SOBRECARGA
,,,0,,120215,25754, 95,2.3333333333333335,KALLPA GENERACION S.A.,KALLPA GENERACION S.A.,SIN_DATOS
,,,0,,72749,26487, 95,2.3333333333333335,ALBEMARCO S.A.C.,ALBEMARCO S.A.C.,SIN_DATOS
,,,0,,71436,9773, 95,9.333333333333334,ALICORP SAA,ALICORP SAA,SIN_DATOS
,,,0,,198163,25698, 95,2.3333333333333335,SOCIEDAD HOTELERA ALCANFORES S.A.,SOCIEDAD HOTELERA ALCANFORES S.A.,SIN_DATOS
163894,23481,L39,1,INMOBILIARIA EBURNS S.A.C.,163894,23481,L39,1.1666666666666667,INMOBILIARIA EBURNS S.A.C.,INMOBILIARIA EBURNS S.A.C.,FALTA
,,,0,,75979,2739, 42,1.1666666666666667,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SIN_DATOS
,,,0,,90748,7950, 95,2.3333333333333335,EXPORTADORA ROMEX S.A.,EXPORTADORA ROMEX S.A.,SIN_DATOS
,,,0,,56913,19724, 95,9.333333333333334,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,SIN_DATOS
,,,0,,7196,8103, 95,2.3333333333333335,EMPRESA EDITORA EL COMERCIO S.A.,EMPRESA EDITORA EL COMERCIO S.A.,SIN_DATOS
,,,0,,162183,26679,476,3.5,VOLCAN COMPANIA MINERA S.A.A.,VOLCAN COMPANIA MINERA S.A.A.,SIN_DATOS
11883,25107,O21,1,BANCO INTERAMERICANO DE FINANZAS,11883,25107,O21,1.0,BANCO INTERAMERICANO DE FINANZAS,BANCO INTERAMERICANO DE FINANZAS,EXACTO
152598,21702,O58,1,CLINICA VALLESUR S.A.,152598,21702,O58,1.1666666666666667,CLINICA VALLESUR S.A.,CLINICA VALLESUR S.A.,FALTA
,,,0,,75979,17810, 42,1.1666666666666667,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SIN_DATOS
71436,9701,165,2,ALICORP SAA,71436,9701,165,2.3333333333333335,ALICORP SAA,ALICORP SAA,FALTA
78042,24862,561,2,APM TERMINALS CALLAO SOCIEDAD ANONIMA,78042,24862,561,1.1666666666666667,APM TERMINALS CALLAO SOCIEDAD ANONIMA,APM TERMINALS CALLAO SOCIEDAD ANONIMA,SOBRECARGA
,,,0,,64146,22011, 95,2.3333333333333335,ATRACCIONES CONEY ISLAND S.A.C.,ATRACCIONES CONEY ISLAND S.A.C.,SIN_DATOS
119803,21144,J46,3,DP WORLD CALLAO S.R.L.,119803,21144,J46,2.3333333333333335,DP WORLD CALLAO S.R.L.,DP WORLD CALLAO S.R.L.,SOBRECARGA
,,,0,,64432,2591, 95,7.0,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - C,CORPORACION PERUANA DE PRODUCTOS QUIMICOS S.A. - C,SIN_DATOS
108201,9476,165,3,TERMINAL INTERNACIONAL DEL SUR S.A.,108201,9476,165,3.0,TERMINAL INTERNACIONAL DEL SUR S.A.,TERMINAL INTERNACIONAL DEL SUR S.A.,EXACTO
,,,0,,79127,2952,Q78,3.0,COMPAÑIA MINERA COIMOLACHE S.A.,COMPAÑIA MINERA COIMOLACHE S.A.,SIN_DATOS
,,,0,,111548,9893, 95,2.3333333333333335,CENTENARIO DESARROLLO URBANO S.A.C,CENTENARIO DESARROLLO URBANO S.A.C,SIN_DATOS
,,,0,,63449,3082, 95,4.666666666666667,DISTRIBUIDORA FARMACEUTICA LA LIBERTAD S.A.C. - DI,DISTRIBUIDORA FARMACEUTICA LA LIBERTAD S.A.C. - DI,SIN_DATOS
,,,0,,22995,8054,080,1.1538461538461537,RACIONALIZACION EMPRESARIAL SA,RACIONALIZACION EMPRESARIAL SA,SIN_DATOS
7409,3419,372,5,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,7409,3419,372,8.0,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,FALTA
134103,23613,324,1,MINERA BOROO MISQUICHILCA S.A.,134103,23613,324,1.0,MINERA BOROO MISQUICHILCA S.A.,MINERA BOROO MISQUICHILCA S.A.,EXACTO
,,,0,,8330,23874, 95,2.3333333333333335,SAN FERNANDO S.A.,SAN FERNANDO S.A.,SIN_DATOS
,,,0,,75979,4184,808,0.16666666666666666,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SIN_DATOS
,,,0,,65770,20284, 42,1.4,ORYGEN PERU S.A.A.,ORYGEN PERU S.A.A.,SIN_DATOS
54550,25951,F36,1,HIPERMERCADOS TOTTUS S.A.,54550,25951,F36,1.1666666666666667,HIPERMERCADOS TOTTUS S.A.,HIPERMERCADOS TOTTUS S.A.,FALTA
,,,0,,73633,13860, 95,9.333333333333334,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.,SIN_DATOS
112043,23590,L58,2,MALL PLAZA PERÚ S.A.,112043,23590,L58,2.3333333333333335,MALL PLAZA PERÚ S.A.,MALL PLAZA PERÚ S.A.,FALTA
70588,2291,882,2,REAL PLAZA S.R.L.,70588,2291,882,2.3333333333333335,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,FALTA
,,,0,,90912,5071, 95,2.3333333333333335,RED DE ENERGIA DEL PERU SA,RED DE ENERGIA DEL PERU SA,SIN_DATOS
56951,12888,398,2,EMPRESA SIDERURGICA DEL PERU S.A.A.,56951,12888,398,2.3333333333333335,EMPRESA SIDERURGICA DEL PERU S.A.A.,EMPRESA SIDERURGICA DEL PERU S.A.A.,FALTA
,,,0,,24449,22425, 54,1.0,TOYOTA DEL PERU S A,TOYOTA DEL PERU S A,SIN_DATOS
,,,0,,9416,26590,358,1.1666666666666667,URBANIZADORA JARDIN S A,URBANIZADORA JARDIN S A,SIN_DATOS
,,,0,,8795,3180, 95,2.3333333333333335,ELECTRO DUNAS S.A.A.,ELECTRO DUNAS S.A.A.,SIN_DATOS
,,,0,,141496,22586, 42,1.1666666666666667,LOGISTICA DE INSUMOS Y MATERIALES SOCIEDAD ANONIMA,LOGISTICA DE INSUMOS Y MATERIALES SOCIEDAD ANONIMA,SIN_DATOS
,,,0,,147609,20542, 95,7.0,SAMAY I S.A.C,SAMAY I S.A.C,SIN_DATOS
,,,0,,161437,24628, 95,2.3333333333333335,CONAFOVICER,CONAFOVICER,SIN_DATOS
,,,0,,137596,20421, 42,2.3333333333333335,GRUPO CREDITO S.A.,GRUPO CREDITO S.A.,SIN_DATOS
,,,0,,60457,1249, 42,2.3333333333333335,SACOS PISCO S.A.C.,SACOS PISCO S.A.C.,SIN_DATOS
,,,0,,135347,16108, 53,1.0,ATLAS COPCO PERU S.A.C.,ATLAS COPCO PERU S.A.C.,SIN_DATOS
,,,0,,23418,15942,092,7.0,IMPALA TERMINALS PERU S.A.C.,IMPALA TERMINALS PERU S.A.C.,SIN_DATOS
99091,26540,K23,4,CLINICA MIRAFLORES SA,99091,26540,K23,2.3333333333333335,CLINICA MIRAFLORES SA,CLINICA MIRAFLORES SA,SOBRECARGA
,,,0,,59493,17668,375,1.1666666666666667,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
,,,0,,104389,8805, 42,1.1666666666666667,"VELASQUEZ, LOLI Y ASOCIADOS SOCIEDAD CIVIL DE RESP","VELASQUEZ, LOLI Y ASOCIADOS SOCIEDAD CIVIL DE RESP",SIN_DATOS
23085,3432,165,3,YURA S.A.,23085,3432,165,2.3333333333333335,YURA S.A.,YURA S.A.,SOBRECARGA
,,,0,,65770,23709, 95,2.8,ORYGEN PERU S.A.A.,ORYGEN PERU S.A.A.,SIN_DATOS
7054,25572,O62,1,LATAM AIRLINES PERU S.A.,7054,25572,O62,1.0,LATAM AIRLINES PERU S.A.,LATAM AIRLINES PERU S.A.,EXACTO
72182,2273,113,2,CORPORACION MG SOCIEDAD ANONIMA CERRADA,72182,2273,113,2.3333333333333335,CORPORACION MG SOCIEDAD ANONIMA CERRADA,CORPORACION MG SOCIEDAD ANONIMA CERRADA,FALTA
,,,0,,222706,26636, 16,2.3333333333333335,ASOCIACION PROMOTORA EDUCATIVA MARI BLANCA GREGORI,ASOCIACION PROMOTORA EDUCATIVA MARI BLANCA GREGORI,SIN_DATOS
,,,0,,96138,13533, 95,4.666666666666667,HERNANDEZ & CIA. ABOGADOS SOCIEDAD CIVIL DE RESPON,HERNANDEZ & CIA. ABOGADOS SOCIEDAD CIVIL DE RESPON,SIN_DATOS
,,,0,,7006,16480, 42,1.1666666666666667,REPSOL COMERCIAL SAC,REPSOL COMERCIAL SAC,SIN_DATOS
,,,0,,116365,23685, 95,2.3333333333333335,PROMOCION INMOBILIARIA DEL SUR S.A.C. - PRINSUR,PROMOCION INMOBILIARIA DEL SUR S.A.C. - PRINSUR,SIN_DATOS
,,,0,,70588,14697, 42,12.833333333333332,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
98454,13411,156,1,XIMESA S.A.C.,98454,13411,156,1.0,XIMESA S.A.C.,XIMESA S.A.C.,EXACTO
,,,0,,56212,15276, 42,1.1666666666666667,INTERSEGURO COMPAÑIA DE SEGUROS S.A.,INTERSEGURO COMPAÑIA DE SEGUROS S.A.,SIN_DATOS
7139,23454,100,1,BANCO DE CREDITO DEL PERU,7139,23454,100,1.0,BANCO DE CREDITO DEL PERU,BANCO DE CREDITO DEL PERU,EXACTO
,,,0,,55081,12268, 95,4.666666666666667,MAERSK LOGISTICS & SERVICES PERU S.A.,MAERSK LOGISTICS & SERVICES PERU S.A.,SIN_DATOS
,,,0,,22949,20956, 95,2.3333333333333335,MOLITALIA S.A,MOLITALIA S.A,SIN_DATOS
99091,21708,K23,2,CLINICA MIRAFLORES SA,99091,21708,K23,2.3333333333333335,CLINICA MIRAFLORES SA,CLINICA MIRAFLORES SA,FALTA
,,,0,,59493,9617, 42,1.1666666666666667,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SIN_DATOS
22888,379,535,1,IMPORTACIONES HIRAOKA S.A.C.,22888,379,535,2.3333333333333335,IMPORTACIONES HIRAOKA S.A.C.,IMPORTACIONES HIRAOKA S.A.C.,FALTA
69289,26666,124,1,MINSUR S. A.,69289,26666,124,1.0,MINSUR S. A.,MINSUR S. A.,EXACTO
23093,3887,337,1,ABBOTT LABORATORIOS SA,23093,3887,337,1.0,ABBOTT LABORATORIOS SA,ABBOTT LABORATORIOS SA,EXACTO
,,,0,,63181,1492, 95,2.3333333333333335,TECH TRADE S.A.C.,TECH TRADE S.A.C.,SIN_DATOS
,,,0,,7242,17405, 95,7.0,TRANSPORTES CRUZ DEL SUR S.A.C.,TRANSPORTES CRUZ DEL SUR S.A.C.,SIN_DATOS
,,,0,,71965,12909, 95,9.333333333333334,AEROPUERTOS ANDINOS DEL PERU S.A.,AEROPUERTOS ANDINOS DEL PERU S.A.,SIN_DATOS
83736,26663,113,6,MARCOBRE S.A.C.,83736,26663,113,6.0,MARCOBRE S.A.C.,MARCOBRE S.A.C.,EXACTO
,,,0,,134103,15640, 95,27.0,MINERA BOROO MISQUICHILCA S.A.,MINERA BOROO MISQUICHILCA S.A.,SIN_DATOS
,,,0,,184804,26652, 41,1.1666666666666667,SYS PRODUCCIONES S.A.C.,SYS PRODUCCIONES S.A.C.,SIN_DATOS
,,,0,,70948,2186, 95,4.666666666666667,INCA RAIL S.A.,INCA RAIL S.A.,SIN_DATOS
71436,14023,113,3,ALICORP SAA,71436,14023,113,2.3333333333333335,ALICORP SAA,ALICORP SAA,SOBRECARGA
99091,21706,K23,5,CLINICA MIRAFLORES SA,99091,21706,K23,4.666666666666667,CLINICA MIRAFLORES SA,CLINICA MIRAFLORES SA,SOBRECARGA
143723,19683,626,2,"JUNTA DE PROPIETARIOS EDIFICIO RESIDENCIAL ""PEZET II""",143723,19683,626,2.3333333333333335,"JUNTA DE PROPIETARIOS EDIFICIO RESIDENCIAL ""PEZET","JUNTA DE PROPIETARIOS EDIFICIO RESIDENCIAL ""PEZET II""",FALTA
69289,26668,476,2,MINSUR S. A.,69289,26668,476,1.5,MINSUR S. A.,MINSUR S. A.,SOBRECARGA
,,,0,,111548,10989, 95,4.666666666666667,CENTENARIO DESARROLLO URBANO S.A.C,CENTENARIO DESARROLLO URBANO S.A.C,SIN_DATOS
,,,0,,7592,4996, 99,2.0,COMPAÑIA MINERA ANTAMINA S.A.,COMPAÑIA MINERA ANTAMINA S.A.,SIN_DATOS
,,,0,,111643,18401, 95,2.3333333333333335,INVERSIONES NUEVA METROPOLI S.A.C.,INVERSIONES NUEVA METROPOLI S.A.C.,SIN_DATOS
,,,0,,88625,20448, 53,1.0,URBANOVA INMOBILIARIA S.A.C,URBANOVA INMOBILIARIA S.A.C,SIN_DATOS
,,,0,,121436,21226, 95,33.0,AGROLMOS SOCIEDAD ANONIMA - AGROLMOS S.A.,AGROLMOS SOCIEDAD ANONIMA - AGROLMOS S.A.,SIN_DATOS
,,,0,,111592,26466, 95,2.3333333333333335,INVERSIONES CENTENARIO S.A.A.,INVERSIONES CENTENARIO S.A.A.,SIN_DATOS
100720,7977,L48,1,ROCHE FARMA (PERU) S.A.,100720,7977,L48,1.0,ROCHE FARMA (PERU) S.A.,ROCHE FARMA (PERU) S.A.,EXACTO
120289,13896,100,1,AUTOREX PERUANA S A,120289,13896,100,1.0,AUTOREX PERUANA S A,AUTOREX PERUANA S A,EXACTO
124017,12983,351,1,DROKASA PERU S.A.,124017,12983,351,1.0,DROKASA PERU S.A.,DROKASA PERU S.A.,EXACTO
,,,0,,99112,7731, 95,42.0,AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S,AGROAURORA SOCIEDAD ANONIMA CERRADA - AGROAURORA S,SIN_DATOS
,,,0,,55024,21170, 48,13.0,DP WORLD LOGISTICS S.R.L.,DP WORLD LOGISTICS S.R.L.,SIN_DATOS
55024,21170,J43,3,DP WORLD LOGISTICS S.R.L.,55024,21170,J43,2.3333333333333335,DP WORLD LOGISTICS S.R.L.,DP WORLD LOGISTICS S.R.L.,SOBRECARGA
124672,25111,O22,1,GRIO S.A.,124672,25111,O22,1.1666666666666667,GRIO S.A.,GRIO S.A.,FALTA
117232,11010,G52,1,COMPAÑIA MINERA ANTAPACCAY S.A.,117232,11010,G52,2.0,COMPAÑIA MINERA ANTAPACCAY S.A.,COMPAÑIA MINERA ANTAPACCAY S.A.,FALTA
,,,0,,119242,11748,080,1.1538461538461537,ORAZUL ENERGY PERU S.A.,ORAZUL ENERGY PERU S.A.,SIN_DATOS
,,,0,,75979,26509,808,0.16666666666666666,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,CONCRETOS SUPERMIX SOCIEDAD ANONIMA - CONCRETOS SU,SIN_DATOS
,,,0,,24097,141, 41,1.1666666666666667,PERUFARMA S A,PERUFARMA S A,SIN_DATOS
,,,0,,70588,13237, 41,2.3333333333333335,REAL PLAZA S.R.L.,REAL PLAZA S.R.L.,SIN_DATOS
,,,0,,8330,23852, 95,4.666666666666667,SAN FERNANDO S.A.,SAN FERNANDO S.A.,SIN_DATOS
,,,0,,58098,1874, 41,1.1666666666666667,CONFECCIONES TEXTIMAX S A,CONFECCIONES TEXTIMAX S A,SIN_DATOS
,,,0,,104198,8628, 48,2.0,LA ESPERANZA DEL PERU S A,LA ESPERANZA DEL PERU S A,SIN_DATOS
,,,0,,57474,15087, 95,7.0,MULTI TOP S.A.C.,MULTI TOP S.A.C.,SIN_DATOS
,,,0,,146308,20256, 95,4.666666666666667,SOCIEDAD QUIMICA ALEMANA S.A.,SOCIEDAD QUIMICA ALEMANA S.A.,SIN_DATOS
62594,8910,Q42,6,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",62594,8910,Q42,12.0,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER","SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",FALTA
,,,0,,23649,19343, 95,2.3333333333333335,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,SIN_DATOS
,,,0,,81865,8567, 95,4.666666666666667,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SISTEMAS DE ADMINISTRACION HOSPITALARIA S.A.C.,SIN_DATOS
,,,0,,56913,19716, 95,2.3333333333333335,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,SIN_DATOS
,,,0,,56913,19694, 95,4.666666666666667,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON SO,SIN_DATOS
,,,0,,7044,20470, 95,2.3333333333333335,RIMAC SEGUROS Y REASEGUROS,RIMAC SEGUROS Y REASEGUROS,SIN_DATOS
,,,0,,68629,15163, 41,1.1666666666666667,DENTONS GALLO BARRIOS PICKMANN SOCIEDAD CIVIL DE R,DENTONS GALLO BARRIOS PICKMANN SOCIEDAD CIVIL DE R,SIN_DATOS
,,,0,,97938,17908, 95,4.666666666666667,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S,INSTITUTO DE EDUCACION SUPERIOR PRIVADO CIBERTEC S,SIN_DATOS
,,,0,,56948,1471, 42,5.833333333333333,AEROPUERTOS DEL PERU S.A.,AEROPUERTOS DEL PERU S.A.,SIN_DATOS
,,,0,,61262,14687, 95,2.3333333333333335,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,COMPAÑIA PERUANA DE RADIODIFUSION S.A.,SIN_DATOS
,,,0,,124172,13018, 95,2.3333333333333335,PROMOTORA GENESIS S.A.C.,PROMOTORA GENESIS S.A.C.,SIN_DATOS
76928,26137,896,1,INKA CASH SOCIEDAD ANONIMA CERRADA,76928,26137,896,1.0,INKA CASH SOCIEDAD ANONIMA CERRADA,INKA CASH SOCIEDAD ANONIMA CERRADA,EXACTO
113346,10345,885,2,"ROMERO BELISMELIS, MANUEL ANTONIO",113346,10345,885,1.1666666666666667,"ROMERO BELISMELIS, MANUEL ANTONIO","ROMERO BELISMELIS, MANUEL ANTONIO",SOBRECARGA
62594,20178,D20,1,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",62594,20178,D20,1.0,"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PER","SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ",EXACTO
120689,12254,M58,1,MALL PLAZA INMOBILIARIA S.A.,120689,12254,M58,1.1666666666666667,MALL PLAZA INMOBILIARIA S.A.,MALL PLAZA INMOBILIARIA S.A.,FALTA
